MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Sulawesi,Kabupaten,Sulawesi Barat,Majene,2020,24.12,384344,2.21,0.53,13.73,"25.26
",54.70,20.04,100.00,95.95,98.92,95.81,54.79,30.54,14.67,22.73,22.48,66.02,56.39,57.71,67.1,60.81,30.11
Sulawesi,Kabupaten,Sulawesi Barat,Polewali Mandar,2020,68.18,401057,2.74,0.79,15.26,33.86,49.44,16.70,99.85,94.28,98.02,84.05,42.77,42.29,14.94,28.09,29.13,65.29,57.63,58.8,57.04,71.27,36.48
Sulawesi,Kabupaten,Sulawesi Barat,Mamasa,2020,21.86,273513,1.71,0.31,13.38,18.79,53.87,27.34,97.57,95.51,97.43,100.00,31.51,59.76,8.73,55.61,12.88,67.07,60.44,61.33,10.39,60.02,20.28
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju,2020,20.65,277078,1.06,0.24,6.92,35.13,45.43,19.43,100.00,86.87,100.00,82.73,37.63,56.5,5.87,51.45,10.92,70.03,55.48,56.49,41.62,30.04,13.84
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju Utara,2020,7.95,354115,0.36,0.04,4.48,27.21,66.03,6.75,100.00,95.78,100.00,66.51,54.47,43.37,2.16,36.25,9.28,71.2,55.71,56.4,69.66,66.77,43.65
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju Tengah,2020,9.25,255440,0.88,0.18,6.79,32.15,53.43,14.41,95.47,92.05,100.00,100.00,48.78,35.62,15.6,37.18,14.04,62.33,52.45,53.12,69.53,64.95,-
Maluku,Kabupaten,Maluku,Maluku Tenggara Barat,2020,30.74,479402,5.90,1.64,27.11,14.46,52.34,33.19,100.00,98.95,98.09,92.71,36.77,61.64,1.59,51.93,11.3,60.63,56.24,57.43,71.8,85.69,11.83
Maluku,Kabupaten,Maluku,Maluku Tenggara,2020,22.59,517821,4.26,1.02,22.57,23.85,44.16,31.99,97.48,97.86,99.28,89.99,39.42,49.63,10.95,40.16,20.42,56.17,49.44,50.96,67.61,54.67,33.48
Maluku,Kabupaten,Maluku,Maluku Tengah,2020,74.18,503800,4.05,1.28,19.83,10.69,45.54,43.77,100.00,99.42,99.65,99.26,54.86,33.27,11.87,24.47,20.67,61.6,55.46,56.68,67.52,67.87,37.44
Maluku,Kabupaten,Maluku,Buru,2020,24.42,492055,2.91,0.89,16.64,29.79,38.89,31.32,100.00,95.79,99.07,92.22,49.95,39.72,10.33,34.86,15.19,59.6,50.5,52.01,38.97,54.72,24.89
Maluku,Kabupaten,Maluku,Kepulauan Aru,2020,25.45,490565,4.47,1.14,26.26,16.48,62.29,21.23,100.00,98.73,99.34,88.39,44.22,52.21,3.57,46.66,9.12,54.89,53.6,53.94,53.66,29.15,-
Maluku,Kabupaten,Maluku,Seram Bagian Barat,2020,43.15,419793,4.46,1.23,25.11,14.10,47.53,38.36,"100.00
",99.73,98.95,95.25,48.12,46.71,5.17,36.02,15.86,64.22,57.25,59,42.38,46.16,57.61
Maluku,Kabupaten,Maluku,Seram Bagian Timur,2020,26.69,398430,4.44,1.22,23.04,16.50,52.23,31.27,100.00,99.54,98.45,95.05,49.74,43.49,6.77,34.24,16.01,62.44,58.56,59.45,86.47,53.3,10.5
Maluku,Kabupaten,Maluku,Maluku Barat Daya,2020,21.37,521899,5.46,1.49,29.15,6.56,56.91,36.53,100.00,100.00,100.00,95.76,38.27,49.56,12.17,38.27,23.46,53.94,52.59,52.98,60.84,56.79,-
Maluku,Kabupaten,Maluku,Buru Selatan,2020,10.07,628659,2.14,0.46,15.75,40.61,38.36,21.03,100.00,92.58,96.87,90.10,39,55.09,5.9,35.95,25.05,62.04,59.79,60.14,75.41,29.82,15.31
Maluku,Kota,Maluku,Kota Ambon,2020,22.15,596042,0.41,0.06,4.51,3.18,50.52,46.30,100.00,100.00,100.00,100.00,63.91,13.01,23.08,4.8,31.29,54.19,45.79,46.17,61.86,100,50.36
Maluku,Kota,Maluku,Kota Tual,2020,17.36,574105,3.67,0.83,22.51,3.45,53.26,43.30,100.00,99.61,100.00,98.52,61.14,28.66,10.19,10.67,28.19,53.55,49.32,50.27,78.44,82.79,43.46
Maluku,Kabupaten,Maluku Utara,Halmahera Barat,2020,10.56,339283,0.86,0.13,8.82,27.87,53.00,19.13,100.00,99.37,97.39,100.00,47.38,44.98,7.63,32.71,19.9,56.98,53.49,53.8,67.4,55.39,8.61
Maluku,Kabupaten,Maluku Utara,Halmahera Tengah,2020,7.70,466973,1.73,0.39,13.56,15.16,68.10,16.74,100.00,100.00,91.98,97.77,50.51,44.96,4.53,35.81,13.68,56.15,53.25,53.64,36.99,63.36,-
Maluku,Kabupaten,Maluku Utara,Kepulauan Sula,2020,8.81,372561,0.88,0.16,8.35,16.37,64.01,19.62,100.00,100.00,100.00,93.95,53.74,34.08,12.18,26.29,19.97,64.07,56.31,56.96,67.29,70.06,10.17
Maluku,Kabupaten,Maluku Utara,Halmahera Selatan,2020,12.41,324767,0.45,0.08,5.21,21.36,64.99,13.65,100.00,100.00,93.67,82.73,36.83,42.51,20.66,50.86,12.3,62.84,56.42,56.75,36.93,10.79,-
Maluku,Kabupaten,Maluku Utara,Halmahera Utara,2020,8.75,248544,0.38,0.09,4.45,31.99,55.91,12.10,100.00,100.00,100.00,82.75,55.47,39.41,5.13,32.5,12.03,62.68,53,53.43,36.35,18.72,-
Maluku,Kabupaten,Maluku Utara,Halmahera Timur,2020,14.97,569464,1.90,0.35,15.45,28.46,50.18,21.36,100.00,94.33,100.00,92.08,60.43,26.54,13.03,16.72,22.84,61.7,54.79,55.85,15.95,39.67,19.49
Maluku,Kabupaten,Maluku Utara,Pulau Morotai,2020,4.43,276746,1.05,0.37,6.46,35.62,43.77,20.61,100.00,100.00,99.67,89.57,60.99,23.71,15.3,23.79,15.22,61.46,53.67,54.17,50.55,51.87,17.3
Maluku,Kabupaten,Maluku Utara,Pulau Taliabu,2020,3.89,401710,0.89,0.16,7.30,30.28,62.99,6.73,100.00,100.00,100.00,100.00,37.04,61.95,1,61.56,1.39,65.99,56.65,57.34,3.36,21.6,-
Maluku,Kota,Maluku Utara,Kota Ternate,2020,8.18,595553,0.38,0.10,3.46,8.50,25.43,66.07,100.00,100.00,100.00,100.00,54.01,35.51,10.48,22.41,23.58,46.51,43.97,44.06,91.85,90.36,9.2
Maluku,Kota,Maluku Utara,Kota Tidore Kepulauan,2020,6.66,448352,0.60,0.11,6.52,"21.98
",55.15,22.88,100.00,98.42,96.07,100.00,43.22,37.63,19.16,26.31,30.47,60.42,53.5,53.95,49.65,62.44,12.2
Papua,Kabupaten,Papua Barat,Fakfak,2020,17.72,578510,5.87,1.95,22.27,17.08,53.99,28.93,100.00,98.74,99.00,96.72,55.27,31.36,13.37,28,16.73,69.67,56.56,59.48,82.95,68.84,-
Papua,Kabupaten,Papua Barat,Kaimana,2020,9.52,438991,2.36,0.59,15.50,28.27,45.96,25.77,9985.00,98.48,97.06,94.86,41.77,46.95,11.29,45.67,12.57,67.78,53.94,56.08,74.49,74.27,6.47
Papua,Kabupaten,Papua Barat,Teluk Wondama,2020,10.22,588838,10.04,4.19,30.91,15.41,55.80,28.79,9861.00,96.50,97.14,96.70,48.47,34.57,16.96,25.73,25.8,75.53,62.37,66.43,9.76,67.63,-
Papua,Kabupaten,Papua Barat,Teluk Bintuni,2020,19.22,683667,8.31,3.15,29.39,20.80,48.39,30.82,9952.00,92.98,93.47,89.73,41.63,35.96,22.4,26.36,32.01,70.24,52.89,57.99,63.72,79.3,11.49
Papua,Kabupaten,Papua Barat,Manokwari,2020,35.92,651032,5.87,2.24,20.14,23.28,41.27,35.45,9851.00,93.38,96.36,91.87,30.85,50.74,18.4,36.36,32.79,58.71,48.02,50.17,53.5,95.28,30.26
Papua,Kabupaten,Papua Barat,Sorong Selatan,2020,8.71,347898,3.12,0.82,18.28,33.29,55.30,11.40,99.65,96.30,97.72,95.31,40.89,57.03,2.09,56.23,2.88,76.15,59.71,62.72,46.95,22.46,-
Papua,Kabupaten,Papua Barat,Sorong,2020,24.89,379951,5.97,1.78,27.48,16.73,49.76,33.51,99.04,97.87,97.37,92.31,49.08,30.65,20.27,27.49,23.44,63.83,48.94,53.03,82.06,80.81,15.7
Papua,Kabupaten,Papua Barat,Raja Ampat,2020,8.32,374488,3.06,0.81,17.01,25.64,53.76,20.61,100.00,99.69,90.03,100.00,53.85,34.39,11.76,25.66,20.49,70.38,60.11,61.85,36.08,57.07,2.04
Papua,Kabupaten,Papua Barat,Tambrauw,2020,4.59,393268,8.99,3.23,32.80,36.88,38.48,24.64,98.50,89.28,92.78,91.53,10.63,79.98,9.38,75.33,14.04,71.28,66.13,67.82,30.69,44.28,-
Papua,Kabupaten,Papua Barat,Maybrat,2020,12.80,383715,8.01,2.64,30.78,15.83,42.86,41.31,100.00,99.02,96.04,93.63,41.74,48.96,9.3,46.26,12.01,62.23,57.59,59.02,34.9,56.22,2.23
Papua,Kabupaten,Papua Barat,Manokwari Selatan,2020,7.09,678494,8.61,3.55,28.88,34.66,47.74,17.60,"94.81
",88.12,92.26,92.21,27.12,51.15,21.72,48.49,24.39,67.29,55.72,59.06,43.73,80.23,5.79
Papua,Kabupaten,Papua Barat,Pegunungan Arfak,2020,10.68,670687,5.53,1.25,33.81,49.40,34.74,15.86,97.95,85.74,92.01,94.73,21,75.28,3.72,74.5,4.5,66.73,61.66,63.37,25.62,55.63,-
Papua,Kota,Papua Barat,Kota Sorong,2020,38.91,765183,2.81,0.84,14.99,6.05,38.54,55.41,100.00,99.56,100.00,90.72,59.32,19.48,21.19,6.63,34.05,51.44,48.57,49,86.58,97.17,26.04
Papua,Kabupaten,Papua,Merauke,2020,22.89,366296,1.53,0.37,10.03,29.07,51.64,19.28,100.00,96.71,100.00,97.30,25.03,66.12,8.85,63.41,11.56,67.46,52.21,53.74,64.2,52.27,-
Papua,Kabupaten,Papua,Jayawijaya,2020,81.71,461058,12.54,5.16,37.22,58.94,35.85,5.20,80.45,54.87,90.78,87.37,18.37,76.57,5.06,75.48,6.16,61.38,56.6,58.38,12.03,33.27,-
Papua,Kabupaten,Papua,Jayapura,2020,16.61,601005,2.04,0.53,12.44,11.93,48.34,39.73,95.22,96.21,89.18,93.38,56.93,37.05,6.02,30.52,12.56,56.11,50.51,51.2,70.46,78.24,-
Papua,Kabupaten,Papua,Nabire,2020,36.75,612872,9.26,4.73,24.15,16.58,53.38,30.03,100.00,97.75,85.75,95.84,35.22,52.88,11.91,41.26,23.52,66.26,53.32,56.44,64.57,60.97,-
Papua,Kabupaten,Papua,Kepulauan Yapen,2020,27.04,653819,6.63,2.24,26.30,23.66,46.75,29.59,99.14,94.50,91.38,91.64,43.23,51.7,5.07,44.87,11.91,59.34,54.38,55.69,40.67,78.77,2.04
Papua,Kabupaten,Papua,Biak Numfor,2020,38.02,574402,6.33,2.43,24.57,14.18,51.31,34.51,99.44,98.02,98.46,99.95,54.12,37.02,8.87,26.57,19.31,57.44,54.27,55.05,66.83,96.19,-
Papua,Kabupaten,Papua,Paniai,2020,65.98,512058,6.23,1.45,36.71,61.44,29.49,9.07,85.02,40.21,76.76,77.32,5.04,93.43,1.53,89.5,5.46,50.94,48.83,49.6,57.99,99.64,-
Papua,Kabupaten,Papua,Puncak Jaya,2020,46.07,639503,13.41,6.99,34.74,81.83,16.09,2.08,62.37,59.70,76.80,43.77,23.11,75.81,1.08,75.03,1.86,67.13,65.51,66.08,38.41,47,-
Papua,Kabupaten,Papua,Mimika,2020,31.75,870355,3.59,1.16,14.26,20.24,73.12,6.64,100.00,95.97,88.62,81.94,46.34,47.3,6.35,46.8,6.86,66.73,48.18,50.82,62.93,73.04,2.75
Papua,Kabupaten,Papua,Boven Digoel,2020,13.86,486179,3.54,0.91,19.41,29.32,46.87,23.82,94.53,88.31,90.00,83.68,42.17,44.52,13.31,41.47,16.37,60.76,56.77,57.55,57.18,41.1,-
Papua,Kabupaten,Papua,Mappi,2020,26.91,351801,4.99,1.46,25.04,53.07,37.11,9.82,84.23,81.26,81.94,68.21,35.37,58.79,5.84,56.67,7.96,68.7,61.89,63.6,25.24,32.73,-
Papua,Kabupaten,Papua,Asmat,2020,25.12,383790,3.54,0.75,25.49,67.62,27.76,4.62,77.51,67.18,77.72,75.83,36.76,57.42,5.81,58.96,4.28,66.55,62.55,63.57,98.68,59.95,13.36
Papua,Kabupaten,Papua,Yahukimo,2020,71.76,428433,7.41,1.93,37.34,40.59,54.95,4.46,87.50,74.00,63.98,59.01,12.84,86.96,0.2,87.16,-,67.67,65.78,66.48,31.85,26.9,-
Papua,Kabupaten,Papua,Pegunungan Bintang,2020,23.03,580393,4.91,1.10,30.15,"51.33
",43.10,5.57,87.20,65.92,68.79,57.66,15.12,84.88,-,84.88,-,69.63,69.23,69.35,43.57,59.71,-
Papua,Kabupaten,Papua,Tolikara,2020,44.88,404812,6.70,1.80,32.04,65.52,19.26,15.22,87.72,55.63,68.34,62.95,11.13,86.88,1.98,84.77,4.1,67.12,69.22,68.55,37.94,9.71,-
Papua,Kabupaten,Papua,Sarmi,2020,5.70,535586,1.56,0.29,13.87,22.57,56.21,21.22,100.00,95.44,85.32,94.56,47.6,46.9,5.5,42.46,9.94,69.36,66.16,66.61,54.18,62.88,-
Papua,Kabupaten,Papua,Keerom,2020,9.42,677050,2.79,0.70,16.32,25.86,37.10,37.04,96.61,86.97,84.90,85.35,42.79,48.62,8.59,46.8,10.41,64.14,56.47,57.72,80.46,87.44,0.61
Papua,Kabupaten,Papua,Waropen,2020,9.44,691544,9.90,4.12,29.54,15.23,49.32,35.45,99.00,95.88,98.88,91.27,53.41,35.58,11.01,29.07,17.52,66.62,60.92,62.6,68.57,95.27,-
Papua,Kabupaten,Papua,Supiori,2020,7.78,471401,10.52,3.80,36.91,12.55,51.31,36.14,100.00,99.55,98.23,90.65,52.46,36.44,11.09,30.97,16.57,70.2,64.54,66.62,25.21,91.78,-
Papua,Kabupaten,Papua,Mamberamo Raya,2020,6.98,727830,4.12,1.01,28.38,38.49,47.16,14.35,100.00,90.36,99.17,100.00,50.03,49.97,-,49.97,-,70.38,74.97,73.67,100,54.87,-
Papua,Kabupaten,Papua,Nduga,2020,36.54,360779,7.57,2.25,36.72,55.82,34.38,9.80,87.85,55.55,47.58,34.38,10.93,89.07,-,89.07,-,65.04,61.43,62.75,8.79,79.98,-
Papua,Kabupaten,Papua,Lanny Jaya,2020,68.62,490508,13.87,6.51,38.13,86.72,8.33,4.95,99.17,16.55,80.61,83.58,4.16,95.68,0.16,95.84,-,62.95,62.62,62.75,20.68,47.14,-
Papua,Kabupaten,Papua,Mamberamo Tengah,2020,17.72,412574,9.11,2.84,36.41,61.18,22.40,16.43,75.09,52.84,85.39,75.91,10.33,87.87,1.8,87.87,1.8,69.6,70.62,70.25,2.12,97.75,-
Papua,Kabupaten,Papua,Yalimo,2020,20.84,347171,11.47,4.86,32.82,57.31,28.32,14.37,91.09,70.53,88.21,60.09,30.22,67.93,1.85,67.93,1.85,59.59,62.42,61.49,79.2,59.83,-
Papua,Kabupaten,Papua,Puncak,2020,42.43,664865,8.61,2.63,36.96,64.98,27.28,7.74,81.68,65.78,50.01,23.81,12.86,83.98,3.16,83.35,3.79,74.46,72.9,73.48,34.78,2.11,-
Papua,Kabupaten,Papua,Dogiyai,2020,28.31,512654,5.55,1.86,28.62,50.35,38.28,11.38,"81.53
",53.38,81.28,79.10,13.12,86.43,0.45,86.43,0.45,59.14,56.84,57.5,6.17,71.06,-
Papua,Kabupaten,Papua,Intan Jaya,2020,20.46,662465,8.00,2.17,40.71,69.40,19.99,10.61,72.60,60.95,61.08,47.59,18.04,81.35,0.62,81.57,0.39,66.91,59.3,62.4,63.39,72.99,-
Papua,Kabupaten,Papua,Deiyai,2020,30.98,608868,11.44,3.90,41.76,51.69,33.69,14.63,81.51,68.76,60.90,60.70,22.33,77.39,0.28,76.68,1,60.06,53.74,56.37,63.94,75.13,-
Papua,Kota,Papua,Kota Jayapura,2020,33.80,1021759,1.98,0.55,11.16,24.02,30.40,45.58,100.00,100.00,99.51,100.00,54.34,25.35,20.31,2.91,42.75,55.49,46.52,47.52,96.82,100.00,25.11
Sumatera,Kabupaten,Aceh,Simeulue,2019,17.67,404739,3.05,0.71,18.99,13.90,57.32,28.78,100.00,100.00,100.00,98.64,50.05,42.48,7.47,35.12,14.82,63.04,60.07,60.63,62.98,50.39,80.57
Sumatera,Kabupaten,Aceh,Aceh Singkil,2019,25.66,450217,3.83,0.98,20.78,22.16,57.98,19.86,100.00,99.72,100.00,95.04,46.20,35.98,17.82,33.54,20.25,68.13,60.49,62.08,57.26,72.27,72.92
Sumatera,Kabupaten,Aceh,Aceh Selatan,2019,31.06,369107,1.58,0.31,13.09,22.74,49.38,27.89,100.00,97.28,100.00,93.16,54.35,33.85,11.80,24.10,21.55,68.70,63.82,64.46,43.23,63.30,65.07
Sumatera,Kabupaten,Aceh,Aceh Tenggara,2019,28.93,357015,2.37,0.66,13.43,17.56,45.49,36.96,100.00,100.00,100.00,94.15,45.36,36.65,17.98,22.72,31.92,69.27,64.82,65.42,53.06,44.61,26.49
Sumatera,Kabupaten,Aceh,Aceh Timur,2019,62.79,417715,1.89,0.4,14.47,16.96,65.30,17.73,100.00,98.65,97.08,89.01,53.31,28.55,18.13,32.76,13.93,67.25,65.38,65.65,40.24,56.41,86.94
Sumatera,Kabupaten,Aceh,Aceh Tengah,2019,32.78,468577,2.08,0.46,15.5,11.45,50.76,37.79,100.00,100.00,100.00,85.61,28.84,58.41,12.74,52.03,19.13,64.64,56.57,57.82,73.06,75.96,24.75
Sumatera,Kabupaten,Aceh,Aceh Barat,2019,39.29,471058,3.53,0.97,18.79,24.39,57.98,17.63,100.00,99.48,98.60,100.00,32.07,46.75,21.17,54.85,13.08,64.93,53.23,55.43,57.26,46.23,35.65
Sumatera,Kabupaten,Aceh,Aceh Besar,2019,58.9,447563,2.56,0.69,13.92,10.21,51.05,38.74,100.00,99.35,100.00,92.52,53.91,21.87,24.22,19.02,27.08,65.29,59.05,59.92,80.54,66.71,82.51
Sumatera,Kabupaten,Aceh,Pidie,2019,86.29,462059,2.99,0.71,19.46,20.86,55.89,23.25,100.00,100.00,100.00,100.00,45.73,31.09,23.18,17.41,36.86,67.97,64.56,65.22,62.50,50.46,96.34
Sumatera,Kabupaten,Aceh,Bireuen,2019,63.6,393198,1.77,0.4,13.56,9.21,59.19,31.60,100.00,98.94,100.00,100.00,49.43,24.26,26.30,24.57,26.00,66.42,61.24,61.94,57.38,80.06,62.07
Sumatera,Kabupaten,Aceh,Aceh Utara,2019,107.34,353856,2.44,0.55,17.39,12.66,58.73,28.61,100.00,100.00,100.00,93.95,53.21,38.79,8.00,28.31,18.49,68.47,63.29,64.19,50.99,63.01,97.25
Sumatera,Kabupaten,Aceh,Aceh Barat Daya,2019,24.36,358059,1.97,0.36,16.26,17.64,50.48,31.88,100.00,99.62,96.75,92.31,45.80,40.42,13.78,33.00,21.20,65.23,60.44,61.22,55.66,53.28,31.41
Sumatera,Kabupaten,Aceh,Gayo Lues,2019,18.63,387893,3.95,1.18,19.87,33.13,47.10,19.76,100.00,96.55,100.00,100.00,20.29,72.15,7.56,54.47,25.24,66.09,59.26,60.62,61.22,40.12,54.19
Sumatera,Kabupaten,Aceh,Aceh Tamiang,2019,39.35,437991,1.65,0.37,13.38,13.46,54.68,31.86,100.00,100.00,100.00,100.00,43.74,33.20,23.06,27.78,28.48,64.79,60.93,61.45,55.75,83.25,50.95
Sumatera,Kabupaten,Aceh,Nagan Raya,2019,29.93,446144,3.17,0.83,17.97,13.59,57.33,29.07,100.00,99.16,100.00,96.16,45.24,44.40,10.36,36.46,18.30,64.90,59.15,60.19,55.07,59.02,81.55
Sumatera,Kabupaten,Aceh,Aceh Jaya,2019,12.35,391677,2.49,0.65,13.36,19.73,60.13,20.14,100.00,100.00,100.00,64.26,35.05,43.56,21.39,45.96,18.99,68.61,61.08,62.08,59.05,69.13,12.69
Sumatera,Kabupaten,Aceh,Bener Meriah,2019,28.45,431643,3.09,0.69,19.3,8.09,51.81,40.09,100.00,100.00,100.00,100.00,31.11,67.30,1.60,66.72,2.17,64.78,60.28,61.15,67.93,86.93,76.02
Sumatera,Kabupaten,Aceh,Pidie Jaya,2019,30.97,455995,2.85,0.67,19.31,15.84,52.26,31.89,100.00,99.58,99.18,98.48,53.10,28.43,18.47,25.88,21.01,68.35,62.00,63.23,62.69,53.69,98.75
Sumatera,Kota,Aceh,Kota Banda Aceh,2019,19.42,628493,1.34,0.37,7.22,8.82,32.19,58.99,100.00,99.67,100.00,100.00,38.92,30.89,30.19,1.40,59.68,56.55,46.38,47.12,94.37,100.00,40.57
Sumatera,Kota,Aceh,Kota Sabang,2019,5.43,563100,2.71,0.7,15.6,5.83,57.38,36.79,100.00,100.00,100.00,97.22,49.84,20.90,29.27,10.81,39.35,62.46,54.91,56.09,85.87,94.48,30.96
Sumatera,Kota,Aceh,Kota Langsa,2019,18.62,380906,1.78,0.44,10.57,7.78,43.54,48.68,100.00,98.71,99.62,83.47,46.56,23.05,30.39,4.11,49.33,60.03,51.48,52.38,89.70,99.28,36.32
Sumatera,Kota,Aceh,Kota Lhokseumawe,2019,23.05,376832,1.51,0.3,11.18,12.16,58.47,29.37,100.00,98.33,100.00,100.00,50.25,19.78,29.97,15.27,34.48,60.25,55.26,55.81,77.88,95.19,33.13
Sumatera,Kota,Aceh,Kota Subulussalam,2019,14.56,351093,3.15,0.79,17.95,29.93,48.98,21.09,100.00,98.91,100.00,100.00,52.80,20.32,26.89,19.14,28.06,65.40,57.78,59.15,26.83,83.97,57.33
Sumatera,Kabupaten,Sumatera Utara,Nias,2019,22.1,361698,2.53,0.59,15.94,50.69,36.98,12.33,100.00,98.20,99.60,93.29,15.47,80.89,3.64,80.21,4.32,62.48,61.60,61.74,22.47,36.65,41.45
Sumatera,Kabupaten,Sumatera Utara,Mandailing Natal,2019,40.64,356058,1.01,0.17,9.11,19.35,55.33,25.33,100.00,100.00,100.00,95.15,36.37,50.42,13.21,42.56,21.07,67.54,65.63,65.80,45.05,14.20,80.68
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Selatan,2019,24.22,364798,0.87,0.18,8.6,17.92,67.23,14.85,100.00,100.00,99.05,100.00,15.83,81.67,2.50,74.31,9.85,68.85,64.88,65.23,24.76,12.32,67.68
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Tengah,2019,46.99,376474,1.64,0.41,12.53,32.43,53.62,13.95,95.82,97.95,97.41,94.84,33.79,48.67,17.54,50.84,15.37,66.11,61.28,61.89,62.96,40.00,59.31
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Utara,2019,28.57,377948,1.6,0.47,9.48,9.34,49.66,41.00,100.00,100.00,100.00,100.00,29.03,66.14,4.82,57.49,13.48,67.06,64.58,64.81,53.91,83.91,67.54
Sumatera,Kabupaten,Sumatera Utara,Toba Samosir,2019,15.78,373020,1.21,0.26,8.6,11.06,47.32,41.62,100.00,100.00,100.00,100.00,26.18,59.52,14.30,47.19,26.63,69.28,61.94,62.57,43.78,73.44,30.71
Sumatera,Kabupaten,Sumatera Utara,Labuhan Batu,2019,41.52,389402,0.87,0.15,8.44,16.18,60.77,23.06,100.00,100.00,100.00,83.95,37.79,21.96,40.26,19.23,42.99,60.16,58.37,58.52,84.31,100.00,6.32
Sumatera,Kabupaten,Sumatera Utara,Asahan,2019,70.53,330460,1.24,0.21,9.68,3.62,61.66,34.73,100.00,100.00,100.00,97.19,43.30,30.27,26.43,15.34,41.36,61.03,58.40,58.66,83.43,93.76,25.58
Sumatera,Kabupaten,Sumatera Utara,Simalungun,2019,76.33,359540,0.99,0.18,8.81,12.79,50.02,37.19,100.00,100.00,100.00,90.14,40.45,39.22,20.34,32.37,27.18,69.30,60.37,61.16,59.11,84.31,46.57
Sumatera,Kabupaten,Sumatera Utara,Dairi,2019,21.86,341511,0.96,0.22,7.7,2.36,65.22,32.42,100.00,100.00,97.38,95.98,13.77,77.67,8.56,62.51,23.73,69.24,63.28,63.74,62.82,91.56,39.01
Sumatera,Kabupaten,Sumatera Utara,Karo,2019,34.08,460870,0.88,0.14,8.23,13.21,61.27,25.52,94.35,98.06,99.67,87.07,25.33,55.78,18.89,44.81,29.86,65.98,65.19,65.26,85.92,80.10,17.38
Sumatera,Kabupaten,Sumatera Utara,Deli Serdang,2019,84.94,390440,0.47,0.11,3.89,10.11,53.04,36.85,100.00,100.00,100.00,100.00,49.64,22.46,27.90,7.47,42.89,63.36,58.13,58.34,78.49,92.99,6.5
Sumatera,Kabupaten,Sumatera Utara,Langkat,2019,103.08,392050,0.9,0.14,9.91,12.69,67.91,19.40,100.00,99.79,100.00,93.84,48.68,21.85,29.47,17.77,33.55,63.57,60.47,60.78,78.79,77.84,34.66
Sumatera,Kabupaten,Sumatera Utara,Nias Selatan,2019,52.51,279468,2.28,0.5,16.45,50.28,31.71,18.01,100.00,92.98,96.98,73.01,12.85,83.41,3.74,77.17,9.98,64.32,59.77,60.52,17.20,21.40,59.76
Sumatera,Kabupaten,Sumatera Utara,Humbang Hasundutan,2019,16.6,336500,0.96,0.21,8.75,9.16,47.15,43.70,100.00,98.41,100.00,100.00,15.50,79.69,4.81,78.25,6.25,67.89,64.05,64.39,37.52,68.49,38.21
Sumatera,Kabupaten,Sumatera Utara,Pakpak Bharat,2019,4.52,287654,0.92,0.12,9.27,13.96,61.67,24.37,100.00,100.00,94.91,85.41,15.31,83.61,1.08,80.46,4.23,64.97,61.62,61.93,68.74,100.00,42.32
Sumatera,Kabupaten,Sumatera Utara,Samosir,2019,15.79,315825,1.63,0.34,12.52,21.48,40.24,38.27,100.00,97.51,100.00,94.60,15.45,83.44,1.11,76.41,8.15,68.36,62.55,63.28,57.80,65.03,51.81
Sumatera,Kabupaten,Sumatera Utara,Serdang Bedagai,2019,48.69,382283,1.32,0.31,7.9,14.99,51.24,33.77,97.74,99.39,100.00,93.50,46.55,30.66,22.79,22.40,31.05,62.59,58.41,58.74,79.25,89.45,33.09
Sumatera,Kabupaten,Sumatera Utara,Batu Bara,2019,50.46,408417,1.63,0.34,12.14,17.79,50.47,31.74,100.00,98.94,97.49,83.58,48.13,28.19,23.67,22.03,29.84,63.73,57.82,58.54,72.53,87.34,53.39
Sumatera,Kabupaten,Sumatera Utara,Padang Lawas Utara,2019,26.06,342885,1.18,0.26,9.6,7.31,72.01,20.68,100.00,99.23,100.00,87.16,21.66,72.11,6.23,74.01,4.33,69.73,61.58,62.36,55.81,27.80,24.08
Sumatera,Kabupaten,Sumatera Utara,Padang Lawas,2019,23.17,332350,1.64,0.47,8.28,12.95,68.97,18.08,100.00,100.00,98.52,100.00,31.32,51.00,17.68,43.44,25.24,66.98,62.09,62.50,33.94,23.34,48.11
Sumatera,Kabupaten,Sumatera Utara,Labuhan Batu Selatan,2019,30.17,368205,1.12,0.23,8.94,23.96,58.78,17.26,100.00,98.97,100.00,73.97,30.77,37.73,31.50,49.92,19.31,62.22,57.66,58.06,41.43,73.12,16.64
